Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,PAHs,Petroleum hydrocarbons,"Benzo(g,h,i)perylene",Fluoranthene,PCB 52,PCB 153,PCB 101,Benzo(b)fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,Benzo(k)fluoranthene,Benzo(a)pyrene,PCB 180,PCB 138,Silica (SiO2),alpha-Hexachlorocyclohexane,Dieldrin,"p,p-DDE",Heptachlor,Endosulfan (alpha),Endrin,Oxygen saturation,beta-Hexaxchlorocyclohexane,Aldrin,"p,p-DDD",Total hardness,Endosulfan (beta),Heptachloroepoxide,Total dissolved salts,Methoxychlor,Simazine,Alachlor,Metolachlor,Total nitrogen,Carbonates,Tetrachloromethane,Sulfides,Selenium,Barium,Total organic carbon,Cyanides,Acenaphthene,Isodrin,Acenaphthylene,Benzo(a)anthracene,Pyrene,Hexachlorobenzene,"1,2,4-Trichlorobenzene",Pentachlorobenzene,Naphthalene,Phenanthrene,"1,2,3-Trichlorobenzene",Anthracene,Chrysene,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Boron,Berilium,Chlorodinine,AGOC-3A,Methylosmoline,Total dissolved phosphorus
14.5,7.6,0.18,0.01,1.3,0.01,0.03,,,58,16.5,45.5,36.9,1.13,0.07,25,50.29,13.6,6.1,0.98,,3.71,,3.4,28,5.1,,,,,,,0.04,0.05,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,8.16,0.32,0.03,1.73,0.16,0.18,,,40.9,15.5,16.5,38.8,0.36,0.05,10,25.52,0.49,13.83,0.16,,6.16,,4.3,11.9,5.9,,0,,,,,0.01,0.01,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9.1,0.31,0.01,1.54,0.005,0.03,,,42.5,23.5,54.6,15.1,0.24,0.03,17,57.6,1.31,24.33,2.07,,1.98,,4.6,20,5.2,,0,,,,,0.01,0.01,119.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.1,0.56,0.06,1.3,0.005,0.03,,,65.5,18.7,81.9,85.3,,,,,,,,,,,5.3,30,8.5,,,,,,,,0.02,199.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.1,0.36,0.006,1.26,0.005,0.02,,,65.5,25.7,40.9,76.6,,,,,,,,,,,4.3,20,7.7,,0,,,,,0.01,0.01,212.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.7,0.27,0.005,0.97,0.02,0.04,,,46.2,20.9,27.3,27.7,,,,,,,,,,,2.6,35,6.7,,0,,,,,0.01,0.01,132.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7.7,0.19,0.007,1.11,0.03,0.05,,,46.2,18.7,34.1,30.6,,,,,,,,,,,2.5,29,4.5,,0,,,,,0.01,0.01,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.5,7.6,0.32,0.03,3.01,0.1,0.12,,,41.7,14.5,21.2,29.4,0.56,0.05,33,28.69,4.38,14.92,0.74,,9.46,,4.6,,6.9,,0,,,,,0.01,0.02,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.1,4.8,0.06,8.5,0.13,0.14,,,94,29,64,122,1.52,0.23,82,10.24,4.58,17.71,0.15,,14.7,,4.5,12.1,6.8,,0,,,,,0.02,0.01,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9.4,0.13,0.01,2.25,0.007,0.05,,,65.5,20.9,27.3,27.7,0.58,0.07,46,47.02,1.14,40.23,2.83,,7.02,,3.7,,4.3,,0,,,,,0.01,0.01,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,11.6,0.05,0.07,1,0.01,0.05,,,42.3,23.3,27.3,82.5,0.41,0.07,18,16.51,0.97,2.19,3.93,,2.95,,3.4,26,3.5,,,,,,,0,0.06,119.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5,7.9,0.28,0.03,2.3,0.09,0.14,15.2,3.3,59,14.5,24,79,0.06,0.04,10,8.28,0.45,2.8,0.34,,1.02,,2.9,9.9,4.8,,,,,,,0,0.04,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9,0.62,0.007,0.96,0.005,0.03,,,46.2,16.2,27.3,96.1,0.26,0.05,14,11.3,1.55,1.36,0.67,,1.29,,3.5,,7.1,,,,,,,0,0.06,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.4,0.61,0.005,1.5,0.005,0.03,,,70.7,16.7,88.7,46.3,0.83,0.12,31,10.1,1.51,1.61,2.25,,1.89,,5.3,62,8.6,,,,,,,0,0.03,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.1,0.66,0.02,1.3,0.005,0.02,,,66.7,19.2,40.9,50.1,0.86,0.11,22,7.87,1.31,1.03,3.89,,2.12,,4.9,49,5.6,,,,,,,0,0.04,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7.1,0.02,0.006,0.71,0.02,0.05,,,47.1,21.4,34.1,81.4,0.3,0.04,12,10.38,2.07,1.42,0.18,,1.76,,3.2,26,4.5,,,,,,,0,0.06,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.5,7.2,0.25,0.02,0.85,0.02,0.04,,,47.1,23.8,27.1,82.1,0.49,0.06,46,13.4,3.85,1.45,0.21,,1.74,,1.9,26,3.7,,,,,,,0,0.04,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,6.8,0.35,0.04,1.26,0.14,0.17,,,44.8,11.6,19.1,23.2,,,,,,,,,,,3.1,7.8,3.7,,,,,,,0,0.03,176.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.2,2.28,0.09,3.5,0.12,0.17,31.7,6.5,72,24,53,106,0.52,0.22,75,16.93,3.66,1.12,1.83,,4.86,,4.1,13.5,7.4,,,,,,,0,0.02,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5,6.3,0.57,0.02,0.76,0.11,0.14,,,41.7,11.6,21.7,39.1,0.4,0.05,1.6,,,,,,,,3.9,9.1,5.3,,,,,,,,,152.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7,0.05,0.01,0.7,0.01,0.04,,,47.1,9.4,34.1,11.5,0.19,0.08,3.6,,,,,,,,3,37,5,,,,,,,,,134.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6.9,0.18,0.05,0.94,0.006,0.02,,,43.2,16.7,75,14.6,,,,,,,,,,,1.7,32,4.5,,,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9.9,0.48,0.06,0.73,0.01,0.03,,,39.2,18.9,27.3,25.6,0.4,0.1,,,,,,,,,4.6,27,5,,,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6.9,0.31,0.02,1.89,0.08,0.1,,,38.6,10.6,24.1,31.7,,,,,,,,,,,3.1,,5.6,,,,,,,,,134.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7,0.29,0.005,0.63,0.005,0.02,,,47.1,26.2,47.7,27.5,0.25,0.09,6.3,,,,,,,,1.9,30,2.8,,,,,,,,,134.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,0.28,0.06,1.65,0.02,0.06,,,58.9,16.5,102.3,42.1,1.22,0.23,34,,,,,,,,4.1,49,7.4,,,,,,,,,109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.6,0.31,0.03,1.49,0.01,0.04,,,62.8,26.2,47.7,103.1,2.7,0.31,27,,,,,,,,4.3,50,13.8,,,,,,,,,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.6,3.68,0.11,10.4,0.15,0.2,,,76.8,24,46,109,0.54,0.23,27.3,,,,,,,,5,14.8,8.4,,,,,,,,,231.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,8.3,0.52,0.02,1.75,0.13,0.16,,,41.3,12.6,20,37.5,0.16,0.1,8.9,16,6.3,9.55,0.42,,0,,3.6,8.9,4.7,,0,,,0.17,0.03,,,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6.9,0.22,0.03,0.81,0.06,0.1,,,42.8,19.2,50.1,25.4,0.14,0.01,18,9.1,6.28,14.21,0.92,,1.18,,4.8,31,5.3,,0,,,,,,0.01,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,7,0.28,0.006,0.9,0.02,0.05,,,51,7,35.8,33.9,0.16,0.02,30,20.1,6.63,9.21,0.32,,0.76,,4.9,24,5,,0,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6.1,0.02,0.005,0.62,0.03,0.05,,,43.21,21.64,35.8,29.55,0.12,0.01,0,14,6.42,9.21,0.4,,1.32,,2.1,23,6.5,,0,,,,,,,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6.3,0.56,0.02,1.05,0.08,0.12,,,41.2,11.6,18.1,32.7,,,,,,,,,,,4.4,,5.4,,0,,,,,,,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.6,0.4,0.05,0.71,0.009,0.03,,,43.2,40.6,107.5,59.3,0.57,0.12,24,37.3,8.83,7.62,0.81,,0.92,,4.5,42,10.5,,0,,,,,,,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8,0.46,0.02,1.17,0.02,0.04,,,47.1,26.2,50.1,48.7,0.13,0.09,35,17.3,5.29,8.67,0.68,,1.62,,4.3,48,8.5,,0,,,,,,,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6.4,0.18,0.008,0.22,0.01,0.04,,,43.21,9.72,35.8,19.3,0.25,0.01,0,4.6,6.21,5.8,0.59,,0.76,,3.3,120,4.7,,0,,,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.6,2.8,0.08,3,0.15,0.18,34.3,5.8,75,22,57,102,0.55,0.26,35.8,31.6,12.01,7.05,0.86,,0,,4.5,12.5,7.2,,0,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5,6.9,0.42,0.02,1.1,0.1,0.13,,,46.12,11.6,22.3,30.1,0.11,0.04,2,31.2,1.99,11.46,1.56,,,,3.7,8.8,4.7,,0,,,,,0,,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.2,0.29,0.01,2.11,0.01,0.04,,,47.1,40.6,143.4,33.6,0.32,0.02,22,18.7,5.47,7.07,1,,,,4.4,44,9.2,,0,,,,,0,0.01,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.8,0.37,0.07,1.52,0.01,0.05,,,43.2,35.7,100.3,87.4,0.28,0.02,1,8.71,0.91,8.12,0.9,,,,2,55,7.4,,0,,,,,,,109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6.4,0.22,0.01,1.25,0.01,0.04,,,55,28.4,28.6,15,0.25,0.01,11,11,2.41,8.78,0.89,,,,2.5,,5.8,,0,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7,0.39,0.03,1.17,0.09,0.12,,,47.6,11.6,24.1,35.2,,,,,,,,,,,3.8,,4.3,,,,,,,,,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.7,1.75,0.06,2.8,0.14,0.18,,,90,29,71,118,1.63,0.22,91,36.3,0.11,8.68,1.1,,,,4.8,14.4,8,,0,,,,,0,0.02,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6.1,0.53,0.005,0.36,0.007,0.04,,,32.7,17.9,31.9,,0.4,0.03,0,8.25,1.08,8.49,0.62,,,,2.1,14,9.1,,0,,,,,,0,164.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6.7,0.02,0.02,1.29,0.02,0.06,,,39.2,33.3,120.7,26,0.29,0.02,10,13.6,1.18,6.46,0.45,,,,3.4,29,3.7,,0,,,,,,0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8.4,0.2,0.005,0.63,0.02,0.05,,,51,35.7,35.5,87.1,0.59,0.01,31,9.4,1.65,9.28,0.87,,,,2.5,36,7.4,,0,,,,,0,0.01,109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.5,9,0.13,0.05,0.67,0.02,0.06,,,49,12.6,28.4,58,0.05,0.01,6,7.87,7.1,1.14,0.71,,,,3.4,,3.4,,0,,,,,,0,140,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8.1,0.38,0.005,1.46,0.18,0.24,,,50.8,12.6,24.4,34.9,0.93,0.05,62,3.34,24.5,9.12,0.33,,1.13,,3.7,9.1,4.9,,0,,,0.13,0.01,0,0,189.1,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7,4.76,0.07,0.65,0.47,0.8,,,55,14.4,79.6,63,0.33,0.01,79,10.42,10.38,0.81,0.33,,,,58.2,,6.8,,,,,0.92,0.28,,,177,0.37,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8.4,0.29,0.03,0.33,0.08,0.14,,,49,12.6,28.4,51.4,0.15,0.01,0,5.9,6.82,0.81,0.19,,,,3.6,,5,,,,,0.04,0.02,,,152,0.05,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.8,0.34,0.11,0.85,0.08,0.14,,,60,15,59.5,69.3,0.62,0.01,12,8.62,8.54,0.36,0.29,,,,7,,5,,,,,0.04,0.04,,,159,0.08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.8,0.24,0.1,0.24,0.05,0.12,,,62,19.2,47.5,160.2,0.26,0.02,14,6.37,4.63,0.11,0.32,,,,6.2,,6.9,,,,,0.01,0.006,,,183,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8.4,0.34,0.06,0.51,0.07,0.11,,,51,12.6,29.1,58.4,0.11,0.01,6,10.39,7.38,1.15,0.31,,,,3.9,,4.1,,,,,0.08,0.05,,,146,0.05,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8.4,0.38,0.08,0.52,0.07,0.13,,,51,12.6,29.1,53.1,0.1,0.01,10,6.47,5.15,5.75,0.37,,,,3.5,,4.1,,,,,0.24,0.24,,,146,0.05,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,232,307,79.2,65.3,115.5,0.69,,,,,,,,,,,,,0,0,,,,,9.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,302,153,90.4,84.8,35.7,0.4,,,,,,,,,,,,,0,0.01,,,,,40.9,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,213,90,80,32.4,13.4,0.2,,,,,,,,,,,,,0,0.01,,,,,6.69,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,206,119,68.4,80.8,18.7,0.43,,,,,,,,,,,,,0,0.04,,,,,6.55,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,276,104,63.6,78.8,21.5,0.27,,,,,,,,,,,,,0,0.09,,,,,6.45,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,159,82.4,57.2,31.8,51.2,0.31,,,,,,,,,,,,,0,0,,,,,5.78,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,277,62.8,54,50.8,40.9,0.67,,,,,,,,,,,,,0,0,,,,,3.93,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7.9,0.55,0.02,1.45,0.2,0.25,,,49.2,11.6,17.5,36.5,,,,,,,,,,,4.1,,4.9,,0,,,,,0,0,152.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8.5,0.82,0.03,2.04,0.03,0.05,,,55,14.3,35.5,13,1.33,0.07,61,3.27,2.89,7.18,0.48,,0.59,,2.9,35,5.2,,0,,,,,0,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.3,3.8,0.09,2.5,0.13,0.19,32,5.5,78,27,54,120,1.18,0.11,110,1.85,5.99,9.18,0.69,,0.98,,5.6,17.5,9.2,,0,,,,,0,0,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,0.93,0.02,2.28,0.007,0.04,,,58.9,28.4,21.3,29,4.02,0.09,43,4.04,1.98,9.45,0.7,,1.06,,4.5,46,14,,0,,,,,0,0,158.6,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,0.79,0.02,2.17,0.06,0.09,,,55,30.8,28.4,31,1.26,0.1,27,2.84,2.64,10.03,0.79,,0.98,,3,36,14.4,,0,,,,,0,0,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.1,0.69,0.04,1.22,0.03,0.05,,,51.07,18.8,28.4,13,3.19,0.06,24,4.84,1.65,7.13,0.66,,0.67,,2.4,32,6.7,,0,,,,,0,0,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5,6.6,0.75,0.02,1.13,0.01,0.04,,,51,23.8,42.6,11,1.52,0.07,37,3.37,1.92,4.98,0.55,,0.76,,3.5,32,5.3,,0,,,,,0,0,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8.7,0.81,0.05,1.68,0.01,0.04,,,51,16.7,71,,0.45,0.06,24,5.06,0.92,6.42,0.34,,0.67,,3,36,5.5,,0,,,,,0,0,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.9,0.59,0.04,0.65,0.21,0.24,,,47.3,16.4,21.5,30.5,0.71,0.08,39,6.91,5.17,18.33,0.11,,,,4.7,11.2,4.9,,,,,0.02,0.01,,,183,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.6,0.2,0.02,0,0.03,0.06,,,43.2,26.1,35.5,11,0.16,0.03,7,4.19,1.44,18.29,1.11,,,,3.9,46,6.4,,0,,,,,0,0.01,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.4,0.34,0.01,0.85,0.14,0.18,,,52.3,13.5,19.4,36.4,,,,,,,,,,,4.1,,4.9,,0,,,,,0,0.02,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5,6.6,0.14,0.005,1.87,,,,,48,24.3,35.5,13.8,0.06,0.04,8,1.37,4.75,12.6,0.92,,,,1.8,31,6.5,,0,,,,,0,0.01,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5,6.9,0.13,0.006,2.54,,,,,48,23.5,35.5,19.2,0.1,0.04,35,60.29,2.41,8.43,1.64,,,,1.7,12,6.2,,0,,,,,0,0.03,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.8,3.3,0.07,2.4,0.11,0.15,53.9,7.8,86,29,89,115,0.41,0.07,20,2.95,1.78,23.64,0.37,,,,6.4,16.6,9.8,,0,,,,,0,0.01,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.42,0.09,49,18.2,0.49,,0.17,,,,,,,,0,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5,8.6,0.42,0.01,2.28,0.01,0.04,,,64.1,17,35.5,14.6,,,,,,,,,,,1.6,,6.2,,,,,,,,,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,0.86,0.05,0.4,0.12,0.16,,,53.9,11.6,20.9,24.2,0.05,0.04,3,6.03,2.39,,0.92,,,,4.9,27.6,9.8,,0,,,0.04,0.01,,0.01,193.9,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.7,0.39,0.05,2.29,0.07,0.1,,,48,29.1,21.3,,0.18,0.03,24,7.61,4.37,,0.2,,,,2.2,89,4.4,,0,,,,,,0.02,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.2,0.12,0.01,1.41,0.03,0.05,,,52.1,21.8,28.4,9.3,0.33,0.05,14,10.64,0.53,,0.33,,,,1.4,7,6.7,,0,,,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.5,0.36,0.03,2.97,0.01,0.02,,,52.1,26.7,120.7,56.2,0.4,0.06,6,6.57,8.35,,0.32,,,,7.3,35,8.4,,0,,,,,,0.01,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
